greenhouse gases are create for transporting meat, one-fifth of the total gases emited in the earth.	Meat industry produces greenhouse gases and/or uses water - specific numbers
transporting meat and raising the animals emits more greenhouse gases than transportation.	Meat industry produces greenhouse gases and/or uses water - specific numbers
raising and transporting animals makes a lot of greenhouse also using a lot of water.	Meat industry produces greenhouse gases and/or uses water - general
almost half us water is going towards livestock rather than helping individuals without clean water within the us	Meat industry produces greenhouse gases and/or uses water - specific numbers
it produces about one fifth of the earth's greenhouse gases.	Meat industry produces greenhouse gases and/or uses water - specific numbers
it would be giving up part of our culture.	Irrelevant fact from article
the transport of meat amounts for 1/5th of the greenhouse gases produced on the planet.	Meat industry produces greenhouse gases and/or uses water - specific numbers
greenhouse gases like methane are very warming and destructive to our atmosphere, there is also runoff from improper livestock rotation which also pollutes our water supply.	Meat industry produces greenhouse gases and/or uses water - general
its emitting a lot of greenhouse gases and using a large portion of our water supply.	Meat industry produces greenhouse gases and/or uses water - general
the transportation of and raising of farmed meat creates nearly twenty percent of the planet's greenhouse gases.	Meat industry produces greenhouse gases and/or uses water - specific numbers
of the volume of greenhouse gases generated and water used	Meat industry produces greenhouse gases and/or uses water - general
the production of it creates 20% of greenhouse gasses	Meat industry produces greenhouse gases and/or uses water - specific numbers
one-fifth of the earth's greenhouse gases are created in raising animals and transporting the meat.	Meat industry produces greenhouse gases and/or uses water - specific numbers
it is not good for the environment.	Meat industry harms environment/uses resources w/o mentioning greenhouse gases or water
raising animals for meat creates almost one-fifth of the earth's greenhouse gases.	Plagiarism
the raising of livestock is contributing to greenhouse gases.	Meat industry produces greenhouse gases and/or uses water - general
of greenhouse gases being produced during the process of meat production.	Meat industry produces greenhouse gases and/or uses water - general
they create 1/5 of the greenhouse gases.	Meat industry produces greenhouse gases and/or uses water - specific numbers
raising animals and transporting meat creates more than 1/5 of earth's greenhouse gases uses up to half of the water used in US.	Meat industry produces greenhouse gases and/or uses water - specific numbers
it causes 1/5 of the greenhouse gases and uses 1/2 of water consumption.	Meat industry produces greenhouse gases and/or uses water - specific numbers
resources used in raising them and shipping the meat is producing more greenhouse gases than cars, trucks, planes, etc put together.	Meat industry produces greenhouse gases and/or uses water - specific numbers
